站号,经度,纬度,海拔,年,月,日,均温,高温,低温,20-8降水,8-20降水,20-20降水,小型蒸发量,大型蒸发量,平均风速,最大风速,最大风速时风向,极大风速,极大风速时风向,日照时数,均地温,高地温,低地温,平均湿度,最小湿度,平均气压,最高气压,最低气压,
50434,5030,12128,107326,1982,2,25,-221,-72,-322,0,0,0,8,32766,15,53,WNW,32766,,94,-237,-15,-349,69,41,9354,9385,9326,
50434,5030,12128,107326,1982,2,26,-130,-17,-230,0,0,0,10,32766,20,57,E,32766,,60,-157,-2,-269,60,29,9247,9326,9195,
50434,5030,12128,107326,1982,2,27,-121,-40,-177,0,0,0,10,32766,25,57,NNE,32766,,48,-139,0,-205,68,45,9255,9298,9215,
50434,5030,12128,107326,1982,2,28,-177,-60,-297,0,0,0,10,32766,13,63,W,32766,,92,-215,3,-346,71,37,9311,9320,9298,
50434,5030,12128,107326,1982,3,1,-187,-34,-307,0,0,0,8,32766,15,40,NW,32766,,93,-209,23,-348,69,36,9324,9339,9307,
50434,5030,12128,107326,1982,3,2,-127,15,-280,0,0,0,11,32766,28,60,ESE,32766,,94,-160,52,-330,60,29,9252,9317,9188,
50434,5030,12128,107326,1982,3,3,-91,-43,-132,0,32700,32700,9,32766,50,130,W,32766,,26,-89,11,-158,63,40,9143,9187,9115,
50434,5030,12128,107326,1982,3,4,-172,-131,-196,32700,32700,32700,6,32766,58,110,WNW,32766,,63,-170,-89,-218,72,65,9178,9189,9165,
50434,5030,12128,107326,1982,3,5,-165,-129,-181,4,32700,4,4,32766,30,57,NW,32766,,8,-173,-71,-243,74,55,9204,9232,9179,
50434,5030,12128,107326,1982,3,6,-191,-93,-309,0,0,0,10,32766,23,80,NNW,32766,,96,-229,-74,-321,63,44,9241,9252,9229,
50434,5030,12128,107326,1982,3,7,-208,-98,-324,0,0,0,8,32766,13,63,W,32766,,100,-224,-41,-339,66,36,9221,9252,9198,
50434,5030,12128,107326,1982,3,8,-210,-97,-334,0,0,0,9,32766,20,80,W,32766,,98,-220,-36,-353,65,35,9192,9206,9175,
50434,5030,12128,107326,1982,3,9,-175,-56,-298,32700,32700,32700,4,32766,8,57,NW,32766,,85,-187,-12,-330,76,51,9157,9177,9134,
50434,5030,12128,107326,1982,3,10,-164,-37,-303,0,0,0,11,32766,13,63,W,32766,,99,-192,3,-333,70,40,9240,9261,9170,
50434,5030,12128,107326,1982,3,11,-147,-28,-264,32700,32700,32700,10,32766,15,50,WNW,32766,,68,-150,13,-283,70,39,9283,9297,9261,
50434,5030,12128,107326,1982,3,12,-155,-24,-269,0,0,0,7,32766,13,60,W,32766,,99,-167,19,-307,71,35,9321,9330,9297,
50434,5030,12128,107326,1982,3,13,-98,-32,-165,26,22,48,7,32766,5,70,W,32766,,0,-99,3,-207,88,68,9256,9320,9222,
50434,5030,12128,107326,1982,3,14,-145,-69,-257,4,0,4,11,32766,28,83,WNW,32766,,106,-168,-12,-300,74,34,9258,9278,9239,
50434,5030,12128,107326,1982,3,15,-209,-74,-331,0,0,0,10,32766,13,77,W,32766,,102,-228,-28,-380,66,34,9273,9283,9259,
50434,5030,12128,107326,1982,3,16,-208,-73,-308,0,0,0,11,32766,20,60,WNW,32766,,102,-211,-8,-370,65,31,9274,9286,9261,
50434,5030,12128,107326,1982,3,17,-214,-114,-325,32700,0,32700,11,32766,18,87,W,32766,,108,-223,-41,-382,67,41,9261,9271,9250,
50434,5030,12128,107326,1982,3,18,-217,-93,-356,0,0,0,9,32766,20,63,WNW,32766,,98,-233,-41,-400,63,26,9285,9294,9264,
50434,5030,12128,107326,1982,3,19,-158,-66,-285,2,0,2,9,32766,15,50,NW,32766,,92,-167,-9,-355,58,24,9314,9327,9291,
50434,5030,12128,107326,1982,3,20,-124,-89,-151,8,5,13,9,32766,43,90,ESE,32766,,0,-136,-71,-239,80,36,9259,9305,9242,
50434,5030,12128,107326,1982,3,21,-186,-59,-317,32700,0,32700,12,32766,13,40,NW,32766,,105,-196,-9,-349,64,25,9262,9276,9245,
50434,5030,12128,107326,1982,3,22,-159,-51,-280,0,3,3,9,32766,23,82,SSE,32766,,57,-161,-22,-314,78,47,9267,9288,9251,
50434,5030,12128,107326,1982,3,23,-94,-57,-127,15,4,19,8,32766,30,60,NW,32766,,52,-87,13,-130,76,49,9315,9377,9252,
50434,5030,12128,107326,1982,3,24,-171,-84,-295,0,0,0,13,32766,13,67,NW,32766,,108,-213,-58,-335,64,29,9433,9452,9377,
50434,5030,12128,107326,1982,3,25,-202,-70,-359,0,0,0,14,32766,15,60,W,32766,,112,-212,18,-405,60,31,9421,9443,9391,
50434,5030,12128,107326,1982,3,26,-182,-44,-325,0,0,0,14,32766,20,73,S,32766,,111,-199,-8,-354,59,26,9356,9396,9327,
50434,5030,12128,107326,1982,3,27,-151,-17,-286,0,0,0,18,32766,23,90,W,32766,,111,-168,19,-328,63,34,9346,9369,9329,
50434,5030,12128,107326,1982,3,28,-84,50,-225,0,0,0,19,32766,15,80,NW,32766,,106,-101,34,-248,73,45,9244,9329,9213,
50434,5030,12128,107326,1982,3,29,-6,67,-73,0,32700,32700,22,32766,28,60,WNW,32766,,76,-18,44,-99,61,38,9193,9236,9163,
50434,5030,12128,107326,1982,3,30,-44,9,-136,0,0,0,25,32766,15,60,NW,32766,,111,-30,89,-125,58,30,9299,9315,9236,
50434,5030,12128,107326,1982,3,31,-83,-8,-176,0,32700,32700,18,32766,38,90,ESE,32766,,65,-59,22,-170,69,44,9294,9333,9265,
50434,5029,12141,107326,1982,4,1,-46,-12,-64,15,3,18,7,32766,25,70,W,32766,,32,-31,43,-57,87,62,9272,9302,9248,
50434,5029,12141,107326,1982,4,2,-48,22,-124,2,0,2,18,32766,28,67,NW,32766,,77,-33,89,-142,67,29,9332,9347,9302,
50434,5029,12141,107326,1982,4,3,-51,39,-175,0,0,0,25,32766,28,100,WNW,32766,,114,-22,86,-123,65,29,9353,9377,9325,
50434,5029,12141,107326,1982,4,4,-1,117,-108,0,0,0,27,32766,15,60,NW,32766,,108,15,141,-52,62,25,9297,9325,9274,
50434,5029,12141,107326,1982,4,5,37,149,-82,0,0,0,33,32766,15,40,SSE,32766,,112,44,189,-36,53,22,9249,9274,9232,
50434,5029,12141,107326,1982,4,6,39,142,-62,0,0,0,54,32766,25,100,NW,32766,,108,39,177,-26,58,21,9221,9256,9208,
50434,5029,12141,107326,1982,4,7,-6,53,-30,0,32700,32700,36,32766,33,73,NW,32766,,72,8,127,-33,47,21,9304,9328,9256,
50434,5029,12141,107326,1982,4,8,-26,17,-112,0,32700,32700,26,32766,30,80,NNW,32766,,103,7,110,-56,48,25,9358,9379,9328,
50434,5029,12141,107326,1982,4,9,-5,107,-102,0,0,0,37,32766,33,83,W,32766,,89,17,150,-56,47,24,9274,9340,9244,
50434,5029,12141,107326,1982,4,10,47,140,-73,0,0,0,60,32766,43,97,W,32766,,105,53,200,-35,45,18,9242,9260,9225,
50434,5029,12141,107326,1982,4,11,5,100,-45,0,0,0,55,32766,28,90,NNW,32766,,115,34,156,-37,42,16,9298,9327,9234,
50434,5029,12141,107326,1982,4,12,1,103,-123,0,2,2,41,32766,40,130,W,32766,,58,4,145,-66,46,16,9260,9338,9201,
50434,5029,12141,107326,1982,4,13,-13,24,-88,32700,32700,32700,20,32766,28,60,W,32766,,58,7,172,-58,58,45,9214,9232,9198,
50434,5029,12141,107326,1982,4,14,-26,22,-57,32700,15,15,8,32766,10,47,NW,32766,,40,1,126,-49,80,56,9248,9286,9220,
50434,5029,12141,107326,1982,4,15,-10,31,-84,32700,32700,32700,15,32766,23,93,NE,32766,,0,-4,51,-54,73,56,9300,9312,9286,
50434,5029,12141,107326,1982,4,16,38,106,-4,0,0,0,41,32766,33,83,NE,32766,,105,35,167,-18,48,25,9305,9316,9294,
50434,5029,12141,107326,1982,4,17,11,92,-99,0,0,0,44,32766,28,77,N,32766,,110,30,185,-75,47,19,9296,9319,9267,
50434,5029,12141,107326,1982,4,18,10,79,-43,4,32700,4,28,32766,33,73,N,32766,,78,20,182,-45,70,36,9256,9274,9241,
50434,5029,12141,107326,1982,4,19,6,114,-105,0,0,0,34,32766,8,57,WNW,32766,,122,49,233,-64,62,25,9291,9309,9267,
50434,5029,12141,107326,1982,4,20,33,144,-95,0,0,0,53,32766,20,73,WNW,32766,,119,52,234,-63,50,21,9284,9301,9263,
50434,5029,12141,107326,1982,4,21,48,164,-64,0,0,0,70,32766,28,100,W,32766,,116,71,268,-46,47,19,9223,9264,9183,
50434,5029,12141,107326,1982,4,22,50,118,-56,0,2,2,74,32766,55,140,WNW,32766,,61,56,197,-44,40,7,9095,9183,9051,
50434,5029,12141,107326,1982,4,23,35,95,1,32700,0,32700,68,32766,45,120,NW,32766,,119,59,230,-33,49,22,9177,9215,9098,
50434,5029,12141,107326,1982,4,24,64,184,-108,0,0,0,70,32766,28,73,SE,32766,,113,90,284,-82,31,11,9209,9238,9176,
50434,5029,12141,107326,1982,4,25,159,254,45,0,0,0,120,32766,53,120,SE,32766,,100,162,329,-2,21,11,9174,9188,9154,
50434,5029,12141,107326,1982,4,26,98,207,10,0,0,0,70,32766,35,87,WNW,32766,,30,104,230,-9,36,9,9270,9286,9188,
50434,5029,12141,107326,1982,4,27,17,102,-4,19,54,73,18,32766,25,63,NW,32766,,0,8,82,-3,86,29,9304,9310,9286,
50434,5029,12141,107326,1982,4,28,20,108,-29,0,0,0,45,32766,10,60,NW,32766,,98,44,203,-31,64,21,9267,9299,9241,
50434,5029,12141,107326,1982,4,29,-5,65,-80,0,27,27,13,32766,13,73,WNW,32766,,49,5,170,-61,69,41,9197,9245,9168,
50434,5029,12141,107326,1982,4,30,7,94,-81,0,32700,32700,30,32766,18,60,NE,32766,,84,33,252,-58,68,38,9162,9176,9149,
50434,5029,12141,107326,1982,5,1,20,103,-80,0,0,0,30,32766,15,70,NNE,32766,,107,57,245,-64,67,24,9170,9200,9159,
50434,5029,12141,107326,1982,5,2,25,88,-34,1,21,22,17,32766,23,80,ENE,32766,,25,34,183,-32,86,53,9217,9229,9200,
50434,5029,12141,107326,1982,5,3,38,93,-16,2,0,2,39,32766,18,97,E,32766,,20,48,140,-11,65,33,9198,9235,9179,
50434,5029,12141,107326,1982,5,4,24,124,-62,0,0,0,41,32766,18,73,E,32766,,95,39,246,-50,50,15,9171,9195,9148,
50434,5029,12141,107326,1982,5,5,21,76,-91,0,0,0,26,32766,35,73,SE,32766,,26,26,113,-72,60,32,9149,9173,9125,
50434,5029,12141,107326,1982,5,6,40,86,23,30,1,31,21,32766,28,70,ENE,32766,,24,57,186,15,87,50,9050,9125,9033,
50434,5029,12141,107326,1982,5,7,62,144,7,25,0,25,68,32766,35,87,W,32766,,101,90,269,11,60,21,9095,9131,9056,
50434,5029,12141,107326,1982,5,8,53,161,-38,0,85,85,35,32766,40,120,SW,32766,,42,33,222,-35,59,27,9139,9164,9101,
50434,5029,12141,107326,1982,5,9,65,135,-21,0,0,0,71,32766,35,120,W,32766,,110,74,217,-47,46,25,9185,9206,9158,
50434,5029,12141,107326,1982,5,10,64,137,-18,0,8,8,36,32766,30,100,NW,32766,,32,62,201,-28,65,34,9136,9171,9097,
50434,5029,12141,107326,1982,5,11,57,104,25,0,0,0,81,32766,80,120,WNW,32766,,94,73,199,17,48,22,9201,9248,9102,
50434,5029,12141,107326,1982,5,12,44,89,-2,0,0,0,85,32766,50,110,NW,32766,,123,51,216,-48,30,20,9263,9281,9249,
50434,5029,12141,107326,1982,5,13,16,83,-92,0,0,0,47,32766,40,120,WNW,32766,,73,33,199,-90,50,30,9199,9249,9179,
50434,5029,12141,107326,1982,5,14,74,188,-76,0,32700,32700,80,32766,30,90,WNW,32766,,97,111,306,-82,41,22,9141,9188,9085,
50434,5029,12141,107326,1982,5,15,37,119,-5,0,34,34,22,32766,30,120,S,32766,,10,26,129,-9,71,37,9007,9085,8975,
50434,5029,12141,107326,1982,5,16,38,102,-52,1,32700,1,34,32766,5,63,ENE,32766,,58,59,214,-66,63,36,9148,9213,9029,
50434,5029,12141,107326,1982,5,17,67,167,-49,0,32700,32700,47,32766,13,63,WNW,32766,,90,96,304,-49,62,33,9254,9268,9215,
50434,5029,12141,107326,1982,5,18,82,179,-40,0,32700,32700,58,32766,23,70,S,32766,,84,104,342,-39,55,22,9262,9271,9239,
50434,5029,12141,107326,1982,5,19,100,184,-22,0,0,0,74,32766,18,70,W,32766,,115,152,359,-41,52,16,9234,9269,9204,
50434,5029,12141,107326,1982,5,20,94,197,-20,0,32700,32700,58,32766,23,100,W,32766,,62,115,289,-38,54,18,9214,9227,9196,
50434,5029,12141,107326,1982,5,21,122,246,-29,0,0,0,85,32766,8,53,SW,32766,,122,181,441,-47,52,19,9218,9253,9178,
50434,5029,12141,107326,1982,5,22,151,204,105,5,0,5,88,32766,63,110,W,32766,,99,208,412,77,48,13,9175,9186,9163,
50434,5029,12141,107326,1982,5,23,69,166,-39,34,4,38,61,32766,35,120,WNW,32766,,66,68,266,-59,61,20,9183,9204,9168,
50434,5029,12141,107326,1982,5,24,93,178,-44,0,0,0,97,32766,45,100,NW,32766,,132,133,320,-47,39,16,9218,9233,9197,
50434,5029,12141,107326,1982,5,25,98,226,-65,0,0,0,81,32766,20,57,NW,32766,,139,176,429,-70,46,14,9256,9276,9233,
50434,5029,12141,107326,1982,5,26,97,157,-15,0,0,0,87,32766,53,110,W,32766,,46,129,327,-25,44,18,9235,9259,9219,
50434,5029,12141,107326,1982,5,27,50,108,-2,2,32700,2,56,32766,50,100,NW,32766,,50,80,303,-22,58,26,9209,9223,9199,
50434,5029,12141,107326,1982,5,28,110,184,40,0,0,0,89,32766,43,73,WNW,32766,,127,166,414,12,44,22,9267,9281,9223,
50434,5029,12141,107326,1982,5,29,95,185,-38,0,0,0,63,32766,28,60,N,32766,,104,146,417,-59,51,24,9299,9318,9276,
50434,5029,12141,107326,1982,5,30,106,210,-39,0,32700,32700,74,32766,20,63,ENE,32766,,135,195,469,-59,52,17,9302,9318,9281,
50434,5029,12141,107326,1982,5,31,116,220,-23,0,32700,32700,83,32766,13,77,SE,32766,,123,153,429,-37,53,21,9311,9326,9291,
50434,5029,12141,107326,1982,6,1,132,262,-30,0,0,0,99,32766,20,57,W,32766,,140,210,465,-49,53,13,9285,9322,9240,
50434,5029,12141,107326,1982,6,2,157,273,-14,0,0,0,98,32766,25,90,WNW,32766,,122,225,466,-27,45,15,9210,9246,9175,
50434,5029,12141,107326,1982,6,3,111,193,23,0,32700,32700,58,32766,30,100,N,32766,,95,149,318,1,58,38,9231,9273,9181,
50434,5029,12141,107326,1982,6,4,133,248,-33,0,0,0,96,32766,23,80,WNW,32766,,145,201,429,-54,49,14,9277,9307,9240,
50434,5029,12141,107326,1982,6,5,155,277,-24,0,0,0,105,32766,23,90,NW,32766,,138,214,489,-29,45,15,9215,9245,9191,
50434,5029,12141,107326,1982,6,6,140,205,47,32700,0,32700,105,32766,30,60,N,32766,,128,208,439,42,45,18,9257,9284,9207,
50434,5029,12141,107326,1982,6,7,127,258,-55,0,0,0,91,32766,15,87,WNW,32766,,138,199,439,-58,49,21,9280,9310,9245,
50434,5029,12141,107326,1982,6,8,135,241,7,0,12,12,63,32766,20,100,WNW,32766,,88,155,413,1,72,27,9240,9250,9223,
50434,5029,12141,107326,1982,6,9,154,268,35,0,0,0,100,32766,20,90,W,32766,,121,229,464,32,56,8,9252,9275,9234,
50434,5029,12141,107326,1982,6,10,154,267,-13,0,3,3,74,32766,28,110,N,32766,,89,217,426,-12,56,28,9202,9241,9164,
50434,5029,12141,107326,1982,6,11,145,261,6,0,32700,32700,68,32766,10,60,NW,32766,,117,202,465,-4,65,28,9250,9263,9207,
50434,5029,12141,107326,1982,6,12,158,255,47,0,0,0,95,32766,23,67,E,32766,,142,214,440,32,56,27,9283,9295,9263,
50434,5029,12141,107326,1982,6,13,166,280,19,0,0,0,88,32766,18,60,WNW,32766,,141,271,579,8,53,20,9279,9309,9250,
50434,5029,12141,107326,1982,6,14,184,293,20,0,0,0,112,32766,23,77,W,32766,,137,275,536,7,52,16,9239,9269,9198,
50434,5029,12141,107326,1982,6,15,189,276,112,4,32700,4,74,32766,25,63,ENE,32766,,99,281,538,95,65,34,9202,9217,9181,
50434,5029,12141,107326,1982,6,16,172,280,50,0,0,0,85,32766,23,70,E,32766,,123,240,514,30,57,32,9213,9224,9196,
50434,5029,12141,107326,1982,6,17,168,207,90,5,4,9,28,32766,30,60,S,32766,,13,188,314,67,75,50,9210,9240,9188,
50434,5029,12141,107326,1982,6,18,188,275,64,0,0,0,85,32766,23,60,NNW,32766,,136,283,562,49,63,32,9183,9193,9173,
50434,5029,12141,107326,1982,6,19,193,294,57,0,32700,32700,71,32766,15,50,W,32766,,101,238,533,54,62,31,9211,9223,9183,
50434,5029,12141,107326,1982,6,20,189,288,83,0,32700,32700,99,32766,38,110,S,32766,,92,244,479,60,61,29,9201,9222,9162,
50434,5029,12141,107326,1982,6,21,98,141,79,72,53,125,20,32766,15,73,W,32766,,36,131,284,82,79,65,9184,9214,9165,
50434,5029,12141,107326,1982,6,22,89,147,20,14,13,27,22,32766,15,60,SSE,32766,,38,134,278,28,85,63,9175,9188,9166,
50434,5029,12141,107326,1982,6,23,80,169,10,0,92,92,25,32766,20,83,S,32766,,31,108,293,27,94,51,9188,9198,9170,
50434,5029,12141,107326,1982,6,24,132,188,72,0,32700,32700,42,32766,38,100,ESE,32766,,86,151,255,55,77,57,9226,9249,9194,
50434,5029,12141,107326,1982,6,25,156,231,93,0,236,236,68,32766,50,107,SE,32766,,94,187,350,53,78,50,9275,9303,9249,
50434,5029,12141,107326,1982,6,26,132,187,104,112,13,125,28,32766,18,50,E,32766,,45,153,299,90,89,56,9304,9313,9292,
50434,5029,12141,107326,1982,6,27,144,227,27,0,3,3,35,32766,10,80,S,32766,,54,158,317,30,83,52,9269,9298,9248,
50434,5029,12141,107326,1982,6,28,170,260,121,85,126,211,75,32766,20,70,SE,32766,,73,185,360,114,84,50,9268,9275,9247,
50434,5029,12141,107326,1982,6,29,191,275,80,0,0,0,81,32766,23,83,S,32766,,139,207,344,76,70,33,9253,9273,9228,
50434,5029,12141,107326,1982,6,30,175,236,96,0,32700,32700,47,32766,33,70,E,32766,,64,192,333,85,77,47,9205,9238,9178,
50434,5029,12141,107326,1982,7,1,160,247,91,0,4,4,33,32766,33,127,SW,32766,,77,168,346,83,84,57,9161,9182,9138,
50434,5029,12141,107326,1982,7,2,157,236,84,24,87,111,49,32766,18,53,WSW,32766,,83,176,337,78,88,53,9161,9165,9148,
50434,5029,12141,107326,1982,7,3,170,250,82,0,150,150,71,32766,15,63,N,32766,,92,210,374,82,81,52,9169,9178,9159,
50434,5029,12141,107326,1982,7,4,180,258,95,0,32700,32700,43,32766,8,50,W,32766,,104,205,349,90,85,51,9191,9199,9178,
50434,5029,12141,107326,1982,7,5,185,268,86,0,0,0,72,32766,20,70,W,32766,,129,216,366,85,72,39,9206,9214,9194,
50434,5029,12141,107326,1982,7,6,190,279,67,0,0,0,62,32766,18,50,NW,32766,,121,233,419,67,72,37,9221,9231,9206,
50434,5029,12141,107326,1982,7,7,221,293,150,3,32700,3,69,32766,30,70,SW,32766,,90,239,402,147,73,44,9195,9221,9171,
50434,5029,12141,107326,1982,7,8,177,246,97,0,6,6,44,32766,23,80,W,32766,,68,208,365,91,79,51,9214,9231,9178,
50434,5029,12141,107326,1982,7,9,142,219,92,0,0,0,41,32766,13,47,N,32766,,19,175,370,90,81,43,9224,9239,9203,
50434,5029,12141,107326,1982,7,10,104,165,95,469,236,705,31,32766,23,57,E,32766,,0,117,169,94,94,68,9093,9198,9040,
50434,5029,12141,107326,1982,7,11,105,154,76,38,51,89,10,32766,38,80,WNW,32766,,14,125,226,73,86,69,9060,9084,9038,
50434,5029,12141,107326,1982,7,12,139,215,44,19,0,19,76,32766,28,70,W,32766,,141,162,319,30,79,48,9091,9102,9076,
50434,5029,12141,107326,1982,7,13,126,172,94,72,158,230,21,32766,25,120,SE,32766,,0,135,190,84,91,77,9100,9116,9087,
50434,5029,12141,107326,1982,7,14,133,179,100,122,54,176,31,32766,30,70,NE,32766,,43,159,269,97,89,68,9115,9134,9101,
50434,5029,12141,107326,1982,7,15,140,189,102,4,4,8,30,32766,25,80,ESE,32766,,51,161,250,102,91,63,9184,9213,9134,
50434,5029,12141,107326,1982,7,16,156,198,129,9,21,30,31,32766,35,83,ESE,32766,,33,170,281,127,88,70,9218,9228,9211,
50434,5029,12141,107326,1982,7,17,149,207,104,32700,1,1,32,32766,13,60,SE,32766,,60,176,320,96,86,57,9235,9243,9228,
50434,5029,12141,107326,1982,7,18,144,238,76,0,31,31,36,32766,10,60,ESE,32766,,62,187,344,77,86,44,9235,9243,9221,
50434,5029,12141,107326,1982,7,19,163,243,109,32700,9,9,43,32766,15,40,S,32766,,93,208,385,120,86,50,9257,9267,9239,
50434,5029,12141,107326,1982,7,20,171,268,86,0,0,0,55,32766,10,43,NW,32766,,106,218,374,100,81,43,9262,9279,9236,
50434,5029,12141,107326,1982,7,21,176,264,90,0,0,0,69,32766,15,47,WNW,32766,,106,217,354,107,79,45,9243,9254,9223,
50434,5029,12141,107326,1982,7,22,177,267,105,0,0,0,56,32766,8,73,S,32766,,109,216,355,117,82,37,9219,9237,9200,
50434,5029,12141,107326,1982,7,23,183,249,127,13,11,24,36,32766,13,43,E,32766,,46,221,364,128,89,56,9205,9210,9196,
50434,5029,12141,107326,1982,7,24,180,267,122,0,0,0,56,32766,15,37,WNW,32766,,108,229,383,126,81,38,9233,9241,9209,
50434,5029,12141,107326,1982,7,25,179,255,100,0,0,0,53,32766,10,57,E,32766,,115,218,370,107,84,51,9264,9271,9243,
50434,5029,12141,107326,1982,7,26,185,260,109,0,0,0,41,32766,25,70,SE,32766,,80,224,384,112,84,55,9293,9303,9271,
50434,5029,12141,107326,1982,7,27,181,249,121,0,10,10,33,32766,15,60,ESE,32766,,64,232,384,117,88,65,9324,9334,9306,
50434,5029,12141,107326,1982,7,28,182,250,134,1,32700,1,33,32766,13,47,S,32766,,66,210,379,144,90,62,9316,9329,9299,
50434,5029,12141,107326,1982,7,29,189,279,120,0,0,0,57,32766,13,47,NW,32766,,105,233,389,122,84,49,9289,9304,9271,
50434,5029,12141,107326,1982,7,30,197,290,120,0,0,0,57,32766,10,40,NW,32766,,109,250,449,131,85,49,9271,9285,9253,
50434,5029,12141,107326,1982,7,31,176,278,108,0,130,130,36,32766,23,67,W,32766,,48,188,446,113,94,47,9222,9263,9194,
50434,5029,12141,107326,1982,8,1,209,280,142,0,10,10,53,32766,23,73,W,32766,,81,210,377,133,78,55,9163,9198,9136,
50434,5029,12141,107326,1982,8,2,181,252,107,0,0,0,60,32766,18,70,W,32766,,125,220,354,94,83,57,9205,9226,9171,
50434,5029,12141,107326,1982,8,3,178,244,106,2,5,7,24,32766,25,67,SSW,32766,,2,188,343,103,87,66,9230,9245,9218,
50434,5029,12141,107326,1982,8,4,176,217,139,81,125,206,30,32766,33,73,ESE,32766,,6,187,287,142,95,87,9197,9226,9184,
50434,5029,12141,107326,1982,8,5,153,206,127,131,1,132,24,32766,15,60,E,32766,,14,167,270,127,95,76,9147,9188,9126,
50434,5029,12141,107326,1982,8,6,157,226,99,0,59,59,41,32766,13,40,NW,32766,,77,198,339,101,90,63,9186,9217,9157,
50434,5029,12141,107326,1982,8,7,163,229,95,0,32,32,28,32766,13,67,S,32766,,39,192,301,105,92,73,9241,9252,9217,
50434,5029,12141,107326,1982,8,8,174,253,148,92,76,168,33,32766,28,70,S,32766,,31,185,368,105,95,69,9247,9259,9230,
50434,5029,12141,107326,1982,8,9,197,273,148,43,0,43,51,32766,5,33,SW,32766,,94,231,372,147,84,49,9226,9242,9217,
50434,5029,12141,107326,1982,8,10,192,240,164,10,4,14,38,32766,23,57,SSE,32766,,63,219,341,156,84,60,9235,9242,9217,
50434,5029,12141,107326,1982,8,11,157,225,118,0,135,135,26,32766,8,140,WSW,32766,,41,199,329,116,93,68,9246,9255,9230,
50434,5029,12141,107326,1982,8,12,154,228,90,0,64,64,46,32766,5,70,W,32766,,90,195,329,100,89,63,9258,9270,9248,
50434,5029,12141,107326,1982,8,13,161,259,95,0,0,0,43,32766,15,47,W,32766,,90,192,330,102,85,44,9285,9292,9257,
50434,5029,12141,107326,1982,8,14,208,311,105,0,0,0,67,32766,25,63,SW,32766,,125,217,359,102,76,35,9269,9300,9237,
50434,5029,12141,107326,1982,8,15,169,217,132,2,0,2,58,32766,23,83,WNW,32766,,112,177,287,107,75,38,9277,9316,9222,
50434,5029,12141,107326,1982,8,16,115,196,35,0,3,3,32,32766,18,60,SE,32766,,39,134,274,35,84,45,9314,9336,9289,
50434,5029,12141,107326,1982,8,17,112,130,106,67,273,340,18,32766,33,70,ESE,32766,,0,113,139,107,95,83,9214,9294,9176,
50434,5029,12141,107326,1982,8,18,117,140,105,14,4,18,9,32766,8,63,ENE,32766,,0,129,178,107,92,79,9208,9245,9177,
50434,5029,12141,107326,1982,8,19,126,185,82,0,0,0,47,32766,15,50,NNW,32766,,107,151,258,84,78,40,9275,9295,9245,
50434,5029,12141,107326,1982,8,20,123,220,21,0,0,0,51,32766,30,83,WNW,32766,,108,140,273,26,78,51,9296,9311,9274,
50434,5029,12141,107326,1982,8,21,142,239,32,0,0,0,53,32766,28,70,WNW,32766,,127,152,297,34,81,45,9261,9281,9247,
50434,5029,12141,107326,1982,8,22,154,259,47,0,0,0,54,32766,18,60,W,32766,,125,174,316,50,79,39,9264,9269,9252,
50434,5029,12141,107326,1982,8,23,161,255,66,0,0,0,47,32766,23,50,NNW,32766,,111,173,339,64,84,56,9266,9268,9260,
50434,5029,12141,107326,1982,8,24,175,282,91,0,0,0,45,32766,20,43,SSW,32766,,121,194,343,91,82,38,9264,9273,9253,
50434,5029,12141,107326,1982,8,25,158,242,71,0,86,86,45,32766,18,47,NW,32766,,68,169,332,69,85,56,9255,9259,9246,
50434,5029,12141,107326,1982,8,26,141,181,121,138,32700,138,41,32766,18,50,N,32766,,10,160,244,120,83,62,9298,9311,9256,
50434,5029,12141,107326,1982,8,27,129,200,73,0,0,0,38,32766,3,40,NE,32766,,109,162,290,73,77,40,9285,9311,9258,
50434,5029,12141,107326,1982,8,28,92,203,22,0,0,0,32,32766,10,60,N,32766,,85,130,304,40,87,40,9235,9266,9205,
50434,5029,12141,107326,1982,8,29,124,224,33,0,0,0,48,32766,20,77,NW,32766,,120,145,276,26,76,32,9209,9214,9198,
50434,5029,12141,107326,1982,8,30,89,153,31,32700,15,15,23,32766,23,90,WNW,32766,,41,94,219,35,88,57,9221,9240,9209,
50434,5029,12141,107326,1982,8,31,85,161,24,0,0,0,55,32766,28,90,WNW,32766,,120,99,239,1,70,34,9284,9305,9240,
50434,5029,12141,107326,1982,9,1,49,149,-8,0,8,8,20,32766,13,80,NNE,32766,,79,61,256,-6,90,47,9334,9351,9305,
50434,5029,12141,107326,1982,9,2,50,156,-42,0,0,0,31,32766,25,67,WNW,32766,,100,45,249,-38,71,30,9360,9377,9342,
50434,5029,12141,107326,1982,9,3,74,186,-31,0,0,0,32,32766,10,53,SSE,32766,,115,100,274,-34,77,35,9329,9356,9300,
50434,5029,12141,107326,1982,9,4,76,186,-3,0,32700,32700,32,32766,25,103,SSE,32766,,42,88,242,-2,78,37,9247,9301,9222,
50434,5029,12141,107326,1982,9,5,96,129,69,19,4,23,9,32766,13,37,ESE,32766,,0,106,197,68,86,70,9236,9244,9230,
50434,5029,12141,107326,1982,9,6,93,142,62,1,0,1,21,32766,23,43,E,32766,,13,121,275,71,79,53,9254,9260,9244,
50434,5029,12141,107326,1982,9,7,60,113,29,0,0,0,23,32766,13,53,E,32766,,27,79,182,26,80,46,9269,9282,9260,
